"Venue","Year","DOI","PP","Fig","Type","Notes","Legend","LegendBorder","LegendInside","RotatedXLabels","NonZeroBased","WasteSpace","HeavyGrid","HeavyBackground","SimilarColors","PatternFill","Raster","GridDistinctRanges","Overplotting","DoubleScale","Unlabeled","Deformed","3D","MissingAxesRef","Mislabeled","TooMuchPrecision","Shadow","Cropped","InterruptedScale","SilentLog","AxisRange","TooManyCats","WrappedXLabs","OverlappedLabels","ColorsUncoded"
"ICSE",2021,"10.1109/ICSE43902.2021.00028",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00028",NA,"4","Code",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00028",NA,"5","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00028",NA,"6","Dot,Line",NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00028",NA,"7","Dot,Line",NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00028",NA,"8","Dot,Line",NA,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00029",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00029",NA,"2","Code",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00029",NA,"3","Code",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00030",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00031",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00031",NA,"2","Box",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00031",NA,"3","Box",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00031",NA,"4","Box",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"3","Picture",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"4","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"5","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"6","Bar",NA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"7","Dot,Line",NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"8","Dot,Line",NA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"9","Bar",NA,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00032",NA,"10","Code",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00033",NA,"1","Sunburst",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00033",NA,"2","Text",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00033",NA,"3","Bar","Reversed axis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00033",NA,"5","Text",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00033",NA,"6","Text",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00034",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00034",NA,"2","Dot",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00034",NA,"3","Dot","Misplaced axis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00034",NA,"4","Code",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00034",NA,"5","Bar",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00035",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00035",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00035",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00035",NA,"4","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00035",NA,"5","Picture",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00035",NA,"6","Line",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00035",NA,"7","Picture",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00035",NA,"8","Picture",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00035",NA,"9","Picture",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00036",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00036",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00036",NA,"3","Bar",NA,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00036",NA,"4","Box",NA,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00036",NA,"5","Bar",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00036",NA,"5","Box",NA,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"4","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"5","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"6","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"7","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"8","Screenshot",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"9","Screenshot",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"10","Screenshot",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"11","Screenshot",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00037",NA,"12","Screenshot",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00038",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00038",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00038",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00038",NA,"4","Beeswarm",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00038",NA,"5","Line","density",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00038",NA,"6","Line",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00038",NA,"7","Dot,Line",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00039",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00039",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00039",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00039",NA,"4","Bar",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00039",NA,"5","Bar",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00039",NA,"6","Bar",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00040",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00040",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00040",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00040",NA,"4","Dot,Line",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00040",NA,"5","Dot,Line",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00040",NA,"6","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00041",NA,"1","Code",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00041",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00041",NA,"3","Dot,Line","Black background!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00041",NA,"4","Code",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00042",NA,"1","Bar",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1
"ICSE",2021,"10.1109/ICSE43902.2021.00042",NA,"2","Bar","Legend over bars",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00042",NA,"3","Dot,Line",NA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00042",NA,"4","Dot,Line",NA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00042",NA,"5","Dot",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00043",NA,"1","Pie",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00043",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00043",NA,"3","Pie",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00043",NA,"4","Line",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00043",NA,"5","Surface","Legend over graph",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00044",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00044",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00044",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00044",NA,"4","Bar","Too small!!!",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"4","Dot,Line","5cats",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"5","Dot,Line",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"6","Dot,Line",NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"7","Bar",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"8","Dot,Line","Legend over graph",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"9","Dot,Line",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00045",NA,"10","Dot,Line",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00046",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00046",NA,"2","Dot,Line",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"5","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"6","Venn",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"7","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"8","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"9","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"10","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00047",NA,"11","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00048",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00048",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00048",NA,"3","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00048",NA,"4","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00048",NA,"5","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00048",NA,"6","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00048",NA,"7","Line","Legend over graph",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00048",NA,"8","Code",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00049",NA,"1","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00049",NA,"2","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00049",NA,"3","Heatmap",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00049",NA,"4","Heatmap",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00050",NA,"1","Line",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00050",NA,"2","Bar",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00050",NA,"3","Pie",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0
"ICSE",2021,"10.1109/ICSE43902.2021.00050",NA,"4","Schema",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0
